date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:29:55	2264/2264	---M-Z	200	added ('OK')	text/xml	etag:%229613-1708298994;gz%22	https://meustc.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmeustc.com%2F&format=xml	D:/Desktop/stc/stc/meustc.com/wp-json/oembed/1.0/embed192b	(from https://meustc.com/?ref=X90827672S)
20:29:55	99/99	---M--	200	added ('OK')	text/css	etag:%2263-6568c288-b06ebebe17344e45;;;%22	https://meustc.com/wp-content/themes/blocksy/static/bundle/no-scripts.min.css	D:/Desktop/stc/stc/meustc.com/wp-content/themes/blocksy/static/bundle/no-scripts.min.css	(from https://meustc.com/?ref=X90827672S)
20:29:55	682/682	---M--	200	added ('OK')	image/png	etag:%222aa-6536b26b-4181fe89a6c9c5ed;;;%22	https://meustc.com/wp-content/uploads/2023/10/cropped-STC-Icon-32x32.png	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/cropped-STC-Icon-32x32.png	(from https://meustc.com/?ref=X90827672S)
20:29:55	3667/3667	---M--	200	added ('OK')	image/png	etag:%22e53-6536b26b-c89b3cc787f7a1ec;;;%22	https://meustc.com/wp-content/uploads/2023/10/cropped-STC-Icon-192x192.png	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/cropped-STC-Icon-192x192.png	(from https://meustc.com/?ref=X90827672S)
20:29:56	3377/3377	---M--	200	added ('OK')	image/png	etag:%22d31-6536b26b-98491348cae4f0f9;;;%22	https://meustc.com/wp-content/uploads/2023/10/cropped-STC-Icon-180x180.png	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/cropped-STC-Icon-180x180.png	(from https://meustc.com/?ref=X90827672S)
20:29:56	9921/9921	---M-Z	200	added ('OK')	text/css	etag:%2226c1-65c3c24f-d9e9f1ca65d6df07;gz%22	https://meustc.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	D:/Desktop/stc/stc/meustc.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://meustc.com/?ref=X90827672S)
20:29:56	67117/67117	---M--	200	added ('OK')	image/jpeg	etag:%221062d-6536c51b-9294331c13171277;;;%22	https://meustc.com/wp-content/uploads/2023/10/MARIANNA-RESULTADO-novo-e1574712135762.jpeg	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/MARIANNA-RESULTADO-novo-e1574712135762.jpg	(from https://meustc.com/?ref=X90827672S)
20:29:56	26602/26602	---M--	200	added ('OK')	image/jpeg	etag:%2267ea-6536dd69-5dac0559044c7997;;;%22	https://meustc.com/wp-content/uploads/2023/10/385c076f-7f2f-489a-a048-6992a0eab0f2-e1574713032781.jpeg	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/385c076f-7f2f-489a-a048-6992a0eab0f2-e1574713032781.jpg	(from https://meustc.com/?ref=X90827672S)
20:29:56	5934/5934	---M--	200	added ('OK')	image/png	etag:%22172e-6537d83d-bebd355ba8857c8a;;;%22	https://meustc.com/wp-content/uploads/2023/10/garantia-30-dias-2.png	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/garantia-30-dias-2.png	(from https://meustc.com/?ref=X90827672S)
20:29:57	69575/69575	---M--	200	added ('OK')	image/jpeg	etag:%2210fc7-65381430-ef101779f0adac70;;;%22	https://meustc.com/wp-content/uploads/2023/10/modulo4.jpg	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/modulo4.jpg	(from https://meustc.com/?ref=X90827672S)
20:29:57	56160/56160	---M--	200	added ('OK')	image/jpeg	etag:%22db60-65381432-f8b106d230149129;;;%22	https://meustc.com/wp-content/uploads/2023/10/modulo3.jpg	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/modulo3.jpg	(from https://meustc.com/?ref=X90827672S)
20:29:57	52738/52738	---M--	200	added ('OK')	image/jpeg	etag:%22ce02-65381432-db64d303f8a315b8;;;%22	https://meustc.com/wp-content/uploads/2023/10/modulo2.jpg	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/modulo2.jpg	(from https://meustc.com/?ref=X90827672S)
20:29:57	54198/54198	---M--	200	added ('OK')	image/jpeg	etag:%22d3b6-65381432-237a21d62cf13b89;;;%22	https://meustc.com/wp-content/uploads/2023/10/modulo1.jpg	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/modulo1.jpg	(from https://meustc.com/?ref=X90827672S)
20:29:57	78320/78320	---M--	200	added ('OK')	image/jpeg	etag:%22131f0-65381431-957ea33aac4aac4e;;;%22	https://meustc.com/wp-content/uploads/2023/10/modulo5.jpg	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/modulo5.jpg	(from https://meustc.com/?ref=X90827672S)
20:29:58	77009/77009	---M--	200	added ('OK')	image/jpeg	etag:%2212cd1-65381431-841fa36115b40f05;;;%22	https://meustc.com/wp-content/uploads/2023/10/modulo6.jpg	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/modulo6.jpg	(from https://meustc.com/?ref=X90827672S)
20:29:58	133673/133673	---M--	200	added ('OK')	image/jpeg	etag:%2220a29-65382369-d33f174611d6c136;;;%22	https://meustc.com/wp-content/uploads/2023/10/Equipe-nutricional.jpeg	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/Equipe-nutricional.jpg	(from https://meustc.com/?ref=X90827672S)
20:29:58	6710/6710	---M--	200	added ('OK')	image/png	etag:%221a36-65382487-33be7fc89e7053ef;;;%22	https://meustc.com/wp-content/uploads/2023/10/compra-segura-1.png	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/compra-segura-1.png	(from https://meustc.com/?ref=X90827672S)
20:29:58	13046/13046	---M--	200	added ('OK')	image/png	etag:%2232f6-6538248a-50db588f26517815;;;%22	https://meustc.com/wp-content/uploads/2023/10/pagamento-1.png	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/pagamento-1.png	(from https://meustc.com/?ref=X90827672S)
20:29:59	6030/6030	---M--	200	added ('OK')	image/png	etag:%22178e-6538248c-b32174de3b2046a0;;;%22	https://meustc.com/wp-content/uploads/2023/10/logo-site-blindado-1.png	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/logo-site-blindado-1.png	(from https://meustc.com/?ref=X90827672S)
20:29:59	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-65c3c24f-b0f04925e9266e7;gz%22	https://meustc.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.19.2	D:/Desktop/stc/stc/meustc.com/wp-content/plugins/elementor/assets/lib/animations/animations.min34a7.css	(from https://meustc.com/?ref=X90827672S)
20:29:59	1403/1403	---M-Z	200	added ('OK')	application/x-javascript	etag:%2257b-655e37b8-558b1da44099ad89;gz%22	https://meustc.com/wp-content/plugins/activecampaign-subscription-forms/site_tracking.js?ver=6.4.3	D:/Desktop/stc/stc/meustc.com/wp-content/plugins/activecampaign-subscription-forms/site_tracking84fc.js	(from https://meustc.com/?ref=X90827672S)
20:29:59	32307/32307	---M-Z	200	added ('OK')	application/x-javascript	etag:%227e33-6568c288-813e6d473db6de8;gz%22	https://meustc.com/wp-content/themes/blocksy/static/bundle/main.js?ver=2.0.3	D:/Desktop/stc/stc/meustc.com/wp-content/themes/blocksy/static/bundle/mainb95e.js	(from https://meustc.com/?ref=X90827672S)
20:30:00	5825/5825	---M-Z	200	added ('OK')	application/x-javascript	etag:%2216c1-65c46b72-e663cbc5aa33842e;gz%22	https://meustc.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.19.2	D:/Desktop/stc/stc/meustc.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min34a7.js	(from https://meustc.com/?ref=X90827672S)
20:30:00	4997/4997	---M-Z	200	added ('OK')	application/x-javascript	etag:%221385-65c3c24f-2406dd5a7d850d63;gz%22	https://meustc.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.19.2	D:/Desktop/stc/stc/meustc.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min34a7.js	(from https://meustc.com/?ref=X90827672S)
20:30:00	60173/60173	---M-Z	200	added ('OK')	application/x-javascript	etag:%22eb0d-65c3c24f-2dbfedf5c01ccf72;gz%22	https://meustc.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.19.2	D:/Desktop/stc/stc/meustc.com/wp-content/plugins/elementor/assets/js/frontend-modules.min34a7.js	(from https://meustc.com/?ref=X90827672S)
20:30:00	8171/8171	---M-Z	200	added ('OK')	application/x-javascript	etag:%221feb-654a7436-fb4f5fe3b77b11d3;gz%22	https://meustc.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	D:/Desktop/stc/stc/meustc.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://meustc.com/?ref=X90827672S)
20:30:00	6625/6625	---M-Z	200	added ('OK')	application/x-javascript	etag:%2219e1-654a9d8a-52e01222fb9e7a61;gz%22	https://meustc.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	D:/Desktop/stc/stc/meustc.com/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://meustc.com/?ref=X90827672S)
20:30:01	115127/115127	---M-Z	200	added ('OK')	application/x-javascript	etag:%221c1b7-654a9d8a-6e57fcb29ce6ab35;gz%22	https://meustc.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	D:/Desktop/stc/stc/meustc.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://meustc.com/?ref=X90827672S)
20:30:01	4627/4627	---M-Z	200	added ('OK')	application/x-javascript	etag:%221213-654a7436-d47d9be291f9a971;gz%22	https://meustc.com/wp-includes/js/dist/hooks.min.js?ver=c6aec9a8d4e5a5d543a1	D:/Desktop/stc/stc/meustc.com/wp-includes/js/dist/hooks.min2ebd.js	(from https://meustc.com/?ref=X90827672S)
20:30:01	9445/9445	---M-Z	200	added ('OK')	application/x-javascript	etag:%2224e5-654a7436-53ba5e84269b133;gz%22	https://meustc.com/wp-includes/js/dist/i18n.min.js?ver=7701b0c3857f914212ef	D:/Desktop/stc/stc/meustc.com/wp-includes/js/dist/i18n.minf92f.js	(from https://meustc.com/?ref=X90827672S)
20:30:01	25066/25066	---M-Z	200	added ('OK')	application/x-javascript	etag:%2261ea-65c46b72-cf7cf6ceaf00acec;gz%22	https://meustc.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.19.2	D:/Desktop/stc/stc/meustc.com/wp-content/plugins/elementor-pro/assets/js/frontend.min34a7.js	(from https://meustc.com/?ref=X90827672S)
20:30:01	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-65c3c24f-e5a9ff3c6155d51;gz%22	https://meustc.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	D:/Desktop/stc/stc/meustc.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://meustc.com/?ref=X90827672S)
20:30:02	21438/21438	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253be-654a7436-a5a4b4b838482c3a;gz%22	https://meustc.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	D:/Desktop/stc/stc/meustc.com/wp-includes/js/jquery/ui/core.min3f14.js	(from https://meustc.com/?ref=X90827672S)
20:30:02	40306/40306	---M-Z	200	added ('OK')	application/x-javascript	etag:%229d72-65c3c24f-19d1277b95a4e84e;gz%22	https://meustc.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.19.2	D:/Desktop/stc/stc/meustc.com/wp-content/plugins/elementor/assets/js/frontend.min34a7.js	(from https://meustc.com/?ref=X90827672S)
20:30:02	38254/38254	---M-Z	200	added ('OK')	application/x-javascript	etag:%22956e-65c46b71-ad129ed2a7711999;gz%22	https://meustc.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.19.2	D:/Desktop/stc/stc/meustc.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min34a7.js	(from https://meustc.com/?ref=X90827672S)
20:30:03	217536/217536	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22351c0-65c3c24f-9e6d8799a611d819;gz%22	https://meustc.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.27.0	D:/Desktop/stc/stc/meustc.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb39f.eot	(from https://meustc.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.27.0)
20:30:03	96108/96108	---M--	200	added ('OK')	font/woff2	etag:%221776c-65c3c24f-9949a2858afed8d4;;;%22	https://meustc.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.27.0	D:/Desktop/stc/stc/meustc.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb39f.woff2	(from https://meustc.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.27.0)
20:30:03	118020/118020	---MCZ	200	added ('OK')	application/font-woff	etag:W/%221cd04-65c3c24f-895d9cd51c8a1a11;;;%22	https://meustc.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.27.0	D:/Desktop/stc/stc/meustc.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb39f.woff	(from https://meustc.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.27.0)
20:30:03	217376/217376	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2235120-65c3c24f-ed3407ca18352a4c;gz%22	https://meustc.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.27.0	D:/Desktop/stc/stc/meustc.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb39f.ttf	(from https://meustc.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.27.0)
20:30:04	328129/328129	---M-Z	200	added ('OK')	image/svg+xml	etag:%22501c1-65c3c24f-d75bbedcfafecf4a;gz%22	https://meustc.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.27.0	D:/Desktop/stc/stc/meustc.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb39f.svg	(from https://meustc.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.27.0)
20:30:04	24378/24378	---M--	200	added ('OK')	image/jpeg	etag:%225f3a-6536d2e5-65ff0ad850f8d9eb;;;%22	https://meustc.com/wp-content/uploads/2023/10/woman-recording-cooking-video.jpg	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/woman-recording-cooking-video.jpg	(from https://meustc.com/wp-content/uploads/elementor/css/post-573.css?ver=1707371391)
20:30:04	132077/132077	---M--	200	added ('OK')	image/jpeg	etag:%22203ed-6536d833-f3203ca49e9b6f11;;;%22	https://meustc.com/wp-content/uploads/2023/10/energetic-athletic-young-woman-exercising-indoors-doing-side-plank-pose-which-helps-build-strength-core-arms-legs.jpg	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/energetic-athletic-young-woman-exercising-indoors-doing-side-plank-pose-which-helps-build-strength-core-arms-legs.jpg	(from https://meustc.com/wp-content/uploads/elementor/css/post-573.css?ver=1707371391)
20:30:04	83122/83122	---M--	200	added ('OK')	image/jpeg	etag:%22144b2-6536d7fe-9ae2da0e1a35518;;;%22	https://meustc.com/wp-content/uploads/2023/10/WhatsApp-Image-2021-05-31-at-22.46.51.jpeg	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/WhatsApp-Image-2021-05-31-at-22.46.51.jpg	(from https://meustc.com/wp-content/uploads/elementor/css/post-573.css?ver=1707371391)
20:30:04	31778/31778	---M--	200	added ('OK')	image/jpeg	etag:%227c22-6536d819-fc642b8cb6af50dd;;;%22	https://meustc.com/wp-content/uploads/2023/10/group-of-people-doing-yoga-warrior-pose-at-studio.jpg	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/group-of-people-doing-yoga-warrior-pose-at-studio.jpg	(from https://meustc.com/wp-content/uploads/elementor/css/post-573.css?ver=1707371391)
20:30:05	64298/64298	---M--	200	added ('OK')	image/jpeg	etag:%22fb2a-6536d84f-b60ec45aeee6ad2;;;%22	https://meustc.com/wp-content/uploads/2023/10/IMG_4558-scaled-e1601747766309.jpg	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/IMG_4558-scaled-e1601747766309.jpg	(from https://meustc.com/wp-content/uploads/elementor/css/post-573.css?ver=1707371391)
20:30:05	49283/49283	---M--	200	added ('OK')	image/jpeg	etag:%22c083-65381c76-9f9906fc95db5844;;;%22	https://meustc.com/wp-content/uploads/2023/10/person-writing-recipe-notebook-Small.jpg	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/person-writing-recipe-notebook-Small.jpg	(from https://meustc.com/wp-content/uploads/elementor/css/post-573.css?ver=1707371391)
20:30:05	74828/74828	---M--	200	added ('OK')	image/jpeg	etag:%221244c-65381c76-34cd9ddbad745e9;;;%22	https://meustc.com/wp-content/uploads/2023/10/image-young-happy-smiling-cheery-pretty-lady-indoors-kitchen-cooking-holding-notebook-Small.jpg	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/image-young-happy-smiling-cheery-pretty-lady-indoors-kitchen-cooking-holding-notebook-Small.jpg	(from https://meustc.com/wp-content/uploads/elementor/css/post-573.css?ver=1707371391)
20:30:05	45133/45133	---M--	200	added ('OK')	image/jpeg	etag:%22b04d-65381c78-e9d5123bf2d379dc;;;%22	https://meustc.com/wp-content/uploads/2023/10/beautiful-young-woman-eating-cereals-fruits-home-Small.jpg	D:/Desktop/stc/stc/meustc.com/wp-content/uploads/2023/10/beautiful-young-woman-eating-cereals-fruits-home-Small.jpg	(from https://meustc.com/wp-content/uploads/elementor/css/post-573.css?ver=1707371391)
20:30:06	664/664	---M--	200	added ('OK')	font/woff2	etag:%22298-6568c288-b1af4bb11b1b1fae;;;%22	https://meustc.com/wp-content/themes/blocksy/static/fonts/stars.woff2	D:/Desktop/stc/stc/meustc.com/wp-content/themes/blocksy/static/fonts/stars.woff2	(from https://meustc.com/wp-content/themes/blocksy/static/bundle/main.min.css?ver=2.0.3)
20:30:07	219515/219515	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2018%20Feb%202024%2023:30:06%20GMT	https://connect.facebook.net/en_US/fbevents.js	D:/Desktop/stc/stc/connect.facebook.net/en_US/fbevents.js	(from https://meustc.com/wp-content/plugins/pixelyoursite/dist/scripts/public.js?ver=9.4.7.1)
20:30:07	31693/31693	---MCZ	200	added ('OK')	application/javascript	etag:W/%22613257bb316d347d9417023321c6d62f%22	https://diffuser-cdn.app-us1.com/diffuser/diffuser.js	D:/Desktop/stc/stc/diffuser-cdn.app-us1.com/diffuser/diffuser.js	(from https://meustc.com/wp-content/plugins/activecampaign-subscription-forms/site_tracking.js?ver=6.4.3)
20:30:08	53106/53106	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Feb%202024%2023:30:07%20GMT	https://meustc.com/-negative.svg	D:/Desktop/stc/stc/meustc.com/-negative.svg	(from https://meustc.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.19.2)
20:30:08	53093/53093	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Feb%202024%2023:30:08%20GMT	https://meustc.com/OPR/	D:/Desktop/stc/stc/meustc.com/OPR/index.html	(from https://meustc.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.19.2)
